,Date,Source,Site ID,POC,CO,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
113,02/17/2024,AQS,20900034,1,0.9,ppm,10,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
114,02/18/2024,AQS,20900034,1,1.0,ppm,11,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
115,02/19/2024,AQS,20900034,1,0.8,ppm,9,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
116,02/20/2024,AQS,20900034,1,0.7,ppm,8,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
117,02/21/2024,AQS,20900034,1,0.7,ppm,8,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
118,02/22/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
119,02/23/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
120,02/24/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
121,02/25/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
122,02/26/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
123,02/27/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
124,02/28/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
125,02/29/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
126,03/01/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
127,03/02/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
128,03/03/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
129,03/04/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
130,03/05/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
131,03/06/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
132,03/07/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
133,03/08/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
134,03/09/2024,AQS,20900034,1,0.2,ppm,2,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
135,03/10/2024,AQS,20900034,1,0.2,ppm,2,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
136,03/11/2024,AQS,20900034,1,0.2,ppm,2,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
137,03/12/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
138,03/13/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
139,03/14/2024,AQS,20900034,1,0.2,ppm,2,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
140,03/15/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
141,03/16/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
142,03/17/2024,AQS,20900034,1,0.2,ppm,2,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
143,03/18/2024,AQS,20900034,1,0.3,ppm,3,NCORE,18,75.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
144,03/19/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
145,03/20/2024,AQS,20900034,1,0.6,ppm,7,NCORE,17,71.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
146,03/21/2024,AQS,20900034,1,0.7,ppm,8,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
147,03/22/2024,AQS,20900034,1,0.7,ppm,8,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
148,03/23/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
149,03/24/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
150,03/25/2024,AQS,20900034,1,0.6,ppm,7,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
151,03/26/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
152,03/27/2024,AQS,20900034,1,0.5,ppm,6,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
153,03/28/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
154,03/29/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
155,03/30/2024,AQS,20900034,1,0.4,ppm,5,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
156,03/31/2024,AQS,20900034,1,0.3,ppm,3,NCORE,24,100.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
157,04/01/2024,AQS,20900034,1,0.1,ppm,1,NCORE,2,8.0,42101,Carbon monoxide,593,21820,"Fairbanks, AK",2,Alaska,90,Fairbanks North Star,64.84569,-147.727413
