"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"02/12/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/13/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/14/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/15/2024","AQS","020200018","1","1.1","ppm","13","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/16/2024","AQS","020200018","1","1.1","ppm","13","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/17/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/18/2024","AQS","020200018","1","1","ppm","11","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/19/2024","AQS","020200018","1","1.1","ppm","13","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/20/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/21/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/22/2024","AQS","020200018","1","0.2","ppm","2","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/23/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/24/2024","AQS","020200018","1","0.5","ppm","6","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/25/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/26/2024","AQS","020200018","1","1.2","ppm","14","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/27/2024","AQS","020200018","1","0.2","ppm","2","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/28/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"02/29/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/01/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/02/2024","AQS","020200018","1","0.4","ppm","5","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/03/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/04/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/05/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/06/2024","AQS","020200018","1","0.7","ppm","8","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/07/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/08/2024","AQS","020200018","1","1.1","ppm","13","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/09/2024","AQS","020200018","1","1","ppm","11","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/10/2024","AQS","020200018","1","0.4","ppm","5","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/11/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/12/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/13/2024","AQS","020200018","1","0.6","ppm","7","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/14/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/15/2024","AQS","020200018","1","1","ppm","11","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/16/2024","AQS","020200018","1","0.5","ppm","6","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/17/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/18/2024","AQS","020200018","1","0.4","ppm","5","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/19/2024","AQS","020200018","1","0.8","ppm","9","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/20/2024","AQS","020200018","1","0.9","ppm","10","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/21/2024","AQS","020200018","1","0.7","ppm","8","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/22/2024","AQS","020200018","1","0.6","ppm","7","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/23/2024","AQS","020200018","1","0.6","ppm","7","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/24/2024","AQS","020200018","1","0.6","ppm","7","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/25/2024","AQS","020200018","1","0.7","ppm","8","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/26/2024","AQS","020200018","1","0.7","ppm","8","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/27/2024","AQS","020200018","1","0.4","ppm","5","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/28/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/29/2024","AQS","020200018","1","0.6","ppm","7","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/30/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"03/31/2024","AQS","020200018","1","0.3","ppm","3","GARDEN/TRINITY CHRISTIAN CHURCH","24","100.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"04/01/2024","AQS","020200018","1","0.2","ppm","2","GARDEN/TRINITY CHRISTIAN CHURCH","2","8.0000","42101","Carbon monoxide","554","11260","Anchorage, AK","02","Alaska","020","Anchorage","61.2058610007956","-149.824602"
"01/01/2024","AQS","020900034","1","1.4","ppm","16","NCORE","19","79.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/02/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/03/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/04/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/05/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/06/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/07/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/08/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/09/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/10/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/11/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/12/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/13/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/14/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/15/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/16/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/17/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/18/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/19/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/20/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/21/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/22/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/23/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/24/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/25/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/26/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/27/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/28/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/29/2024","AQS","020900034","1","0.2","ppm","2","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/30/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"01/31/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/01/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/02/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/03/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/04/2024","AQS","020900034","1","1.1","ppm","13","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/05/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/06/2024","AQS","020900034","1","1.1","ppm","13","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/07/2024","AQS","020900034","1","1.4","ppm","16","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/08/2024","AQS","020900034","1","1.9","ppm","22","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/09/2024","AQS","020900034","1","1.9","ppm","22","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/10/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/11/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/12/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/13/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/14/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/15/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/16/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/17/2024","AQS","020900034","1","0.9","ppm","10","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/18/2024","AQS","020900034","1","1","ppm","11","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/19/2024","AQS","020900034","1","0.8","ppm","9","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/20/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/21/2024","AQS","020900034","1","0.7","ppm","8","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/22/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/23/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/24/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/25/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/26/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/27/2024","AQS","020900034","1","0.4","ppm","5","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/28/2024","AQS","020900034","1","0.5","ppm","6","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"02/29/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/01/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
"03/02/2024","AQS","020900034","1","0.6","ppm","7","NCORE","24","100.0000","42101","Carbon monoxide","593","21820","Fairbanks, AK","02","Alaska","090","Fairbanks North Star","64.84569","-147.727413"
